,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
6qpg_M,65,55,57,62,62,57,62,58,64,63,63,61,67,64,67,62,64,60,64,61,69,57,60,61,59,62,64,61,65,55,55,61,66,57,60,63,63,59,60,58,61,55,62,59,77,56,60,56,66,63,64,62,61,62,69,64,64,58,65,57,59,62,66,62,65,51,71,59,59,66,62,66,61,61,62
5uk4_b,72,57,59,68,68,63,66,61,68,68,63,69,70,66,67,64,67,66,74,61,62,60,65,64,64,66,65,69,74,55,62,65,70,61,63,67,69,58,63,66,72,60,66,68,63,63,73,59,62,68,66,70,66,64,62,66,64,62,66,62,62,66,67,69,61,54,61,58,65,72,70,67,66,66,66
2x6m_A,74,60,60,69,70,61,68,64,68,65,68,69,66,67,69,69,69,71,72,67,61,59,60,61,68,65,61,67,71,61,68,71,71,60,65,68,69,60,66,69,67,62,67,67,64,62,66,65,68,67,69,72,63,66,65,68,63,66,69,65,69,68,67,67,60,54,65,61,60,72,69,67,69,69,70
1shm_A,69,57,58,67,71,60,67,62,63,66,65,69,66,66,67,71,67,65,72,67,63,57,63,63,67,67,60,69,76,56,62,67,71,58,65,69,67,56,65,67,71,60,66,66,62,63,68,66,64,66,68,67,65,66,65,65,64,63,62,63,63,66,66,70,63,52,65,57,62,71,71,72,68,69,67
6jsz_D,65,58,61,74,66,65,75,63,66,72,65,66,69,64,66,65,70,65,69,62,76,60,60,67,67,63,60,66,67,58,60,67,70,59,67,70,75,71,66,60,67,57,66,61,77,53,63,58,75,68,70,65,61,71,80,69,61,68,65,69,67,75,77,65,68,59,79,60,59,68,61,68,62,66,65
7kd2_C,68,58,65,73,69,69,71,62,70,70,64,67,70,65,74,66,72,60,70,61,66,67,63,70,70,63,70,67,69,58,67,62,71,64,67,76,71,62,67,66,67,65,64,63,67,58,68,60,65,74,74,76,59,73,68,69,59,69,67,71,72,72,76,68,69,64,69,63,61,72,67,68,65,73,66
6qv0_E,67,55,60,68,66,60,66,65,65,64,65,68,64,65,69,69,71,68,70,66,60,58,64,62,66,62,58,68,75,56,67,70,69,59,64,64,68,58,63,85,68,54,66,66,62,62,68,63,58,67,70,72,57,63,60,68,66,61,67,65,68,69,62,68,61,53,62,59,61,71,67,67,70,70,70
6quz_E,67,55,60,68,66,60,66,65,65,64,65,68,64,65,69,69,71,68,70,66,60,58,64,62,66,62,58,68,75,56,67,70,69,59,64,64,68,58,63,85,68,54,66,66,62,62,68,63,58,67,70,72,57,63,60,68,66,61,67,65,68,69,62,68,61,53,62,59,61,71,67,67,70,70,70
6qgy_B,69,55,60,67,69,63,67,62,63,63,62,69,72,64,67,65,70,62,72,63,64,60,65,67,63,64,56,69,72,55,64,64,66,61,63,64,68,60,63,66,69,54,63,66,63,61,71,62,63,65,69,72,59,66,64,64,60,63,64,65,61,67,64,69,63,53,64,59,61,69,68,69,63,65,65
7fg3_D,68,55,65,71,70,64,70,63,66,69,62,65,70,65,68,62,68,62,73,64,65,64,64,69,66,64,66,66,70,56,64,65,67,58,66,67,72,61,68,63,67,61,63,64,65,58,65,62,66,69,69,70,63,70,69,66,61,63,66,71,69,70,72,66,65,59,66,59,61,70,65,72,64,69,68
7fg2_D,68,55,65,71,70,64,70,63,66,69,62,65,70,65,68,62,68,62,73,64,65,64,64,69,66,64,66,66,70,56,64,65,67,58,66,67,72,61,68,63,67,61,63,64,65,58,65,62,66,69,69,70,63,70,69,66,61,63,66,71,69,70,72,66,65,59,66,59,61,70,65,72,64,69,68
4pir_F,67,60,67,70,71,65,70,59,71,71,63,69,70,66,74,68,73,64,73,63,65,67,61,70,70,65,60,69,69,59,64,64,71,65,63,73,69,63,65,64,67,60,66,62,66,55,65,62,66,73,73,69,61,70,69,67,59,66,64,72,70,72,73,69,70,60,68,61,60,70,66,69,62,72,65
5m13_B,66,56,59,69,68,62,70,66,65,66,63,69,64,65,68,67,70,67,71,65,58,59,64,61,69,64,59,69,73,56,67,71,70,61,65,66,67,62,62,86,67,54,66,64,61,61,67,66,58,67,70,74,60,63,59,69,64,63,65,67,66,68,63,69,62,53,61,64,64,71,68,67,73,71,70
7spa_B,70,55,63,69,75,61,69,63,65,67,64,73,73,71,68,67,71,64,73,67,66,65,66,65,68,69,63,73,72,55,68,66,71,60,65,63,68,61,65,68,71,59,67,67,64,63,68,60,63,69,70,72,64,64,65,68,66,65,71,63,64,66,68,72,64,56,68,59,65,72,74,71,65,70,67
7sp9_B,70,55,63,69,75,61,69,63,65,67,64,73,73,71,68,67,71,64,73,67,66,65,66,65,68,69,63,73,72,55,68,66,71,60,65,63,68,61,65,68,71,59,67,67,64,63,68,60,63,69,70,72,64,64,65,68,66,65,71,63,64,66,68,72,64,56,68,59,65,72,74,71,65,70,67
7sp8_B,70,55,63,69,75,61,69,63,65,67,64,73,73,71,68,67,71,64,73,67,66,65,66,65,68,69,63,73,72,55,68,66,71,60,65,63,68,61,65,68,71,59,67,67,64,63,68,60,63,69,70,72,64,64,65,68,66,65,71,63,64,66,68,72,64,56,68,59,65,72,74,71,65,70,67
7sp7_B,70,55,63,69,75,61,69,63,65,67,64,73,73,71,68,67,71,64,73,67,66,65,66,65,68,69,63,73,72,55,68,66,71,60,65,63,68,61,65,68,71,59,67,67,64,63,68,60,63,69,70,72,64,64,65,68,66,65,71,63,64,66,68,72,64,56,68,59,65,72,74,71,65,70,67
7sp6_B,70,55,63,69,75,61,69,63,65,67,64,73,73,71,68,67,71,64,73,67,66,65,66,65,68,69,63,73,72,55,68,66,71,60,65,63,68,61,65,68,71,59,67,67,64,63,68,60,63,69,70,72,64,64,65,68,66,65,71,63,64,66,68,72,64,56,68,59,65,72,74,71,65,70,67
5e5m_B,63,57,65,70,66,64,70,61,63,69,61,65,69,63,70,62,69,61,69,58,66,62,59,67,66,61,61,65,66,57,58,62,66,62,62,65,72,60,65,61,63,59,62,61,64,55,61,55,64,69,67,66,60,69,68,66,60,64,64,65,65,70,70,66,68,58,68,60,56,69,61,63,62,67,69
5e03_A,63,57,65,70,66,64,70,61,63,69,61,65,69,63,70,62,69,61,69,58,66,62,59,67,66,61,61,65,66,57,58,62,66,62,62,65,72,60,65,61,63,59,62,61,64,55,61,55,64,69,67,66,60,69,68,66,60,64,64,65,65,70,70,66,68,58,68,60,56,69,61,63,62,67,69
5f1k_C,71,54,61,69,74,61,68,62,65,71,62,71,73,63,66,69,68,67,76,68,64,63,66,67,66,70,61,71,75,54,61,67,73,62,65,68,67,57,66,67,72,60,67,70,63,62,70,64,64,68,70,71,68,68,67,66,64,63,67,66,64,67,68,71,66,56,68,59,65,73,74,72,67,67,67
7kn6_C,67,60,64,71,68,65,70,65,70,68,70,68,69,69,72,66,70,62,72,63,73,65,61,66,66,66,64,68,71,60,65,70,70,62,64,70,70,65,65,64,67,63,70,66,72,62,64,61,72,70,70,69,63,69,76,74,61,65,67,66,69,72,74,67,67,59,76,65,60,72,66,67,66,71,72
7b18_E,67,60,64,71,68,65,70,65,70,68,70,68,69,69,72,66,70,62,72,63,73,65,61,66,66,66,64,68,71,60,65,70,70,62,64,70,70,65,65,64,67,63,70,66,72,62,64,61,72,70,70,69,63,69,76,74,61,65,67,66,69,72,74,67,67,59,76,65,60,72,66,67,66,71,72
1ri8_A,70,57,59,66,69,60,67,62,66,62,66,70,66,68,66,71,68,66,71,70,59,57,60,62,66,65,59,70,68,57,67,74,67,58,61,63,67,61,62,67,66,57,67,64,62,58,70,68,60,65,69,70,62,59,60,67,64,59,66,64,68,65,64,69,62,55,63,63,63,70,70,65,70,68,70
5omm_C,64,56,65,68,66,66,68,63,69,63,61,65,66,67,68,63,68,61,69,60,65,66,62,67,68,62,63,65,65,56,64,63,69,63,62,68,68,59,61,63,64,59,63,63,61,55,63,58,62,68,69,64,58,72,65,63,59,66,60,64,71,66,66,65,66,61,68,59,58,66,60,66,64,71,64
5dmj_B,63,62,61,68,63,64,67,59,66,65,63,64,67,64,64,60,67,62,68,58,74,63,59,67,64,58,60,64,68,63,58,62,66,59,72,63,69,68,72,59,63,54,66,61,72,58,63,59,74,65,69,64,57,66,78,66,59,64,61,64,64,68,69,64,63,57,74,68,58,66,61,66,60,65,64
7kbi_C,65,54,60,62,64,55,63,59,58,60,61,61,62,67,62,61,62,55,66,61,59,61,59,62,60,61,63,61,67,56,59,61,64,59,57,62,63,56,59,63,64,55,64,59,61,61,63,59,60,61,63,66,57,60,62,60,55,62,61,58,60,63,63,61,56,52,62,56,59,67,64,61,63,63,60
1hcv_A,70,55,66,72,69,66,72,64,66,70,66,71,70,68,69,69,71,64,78,66,70,64,64,66,67,66,61,71,76,56,65,69,74,59,69,70,72,60,70,68,71,61,65,69,65,64,67,64,67,70,72,71,66,70,73,68,64,69,65,69,70,73,70,71,66,55,70,60,61,75,70,71,66,74,69
5j1t_C,67,56,64,72,70,68,71,62,72,66,65,68,67,65,72,66,72,60,73,63,63,66,60,68,70,65,65,68,71,56,64,65,73,67,62,76,72,62,65,66,67,66,67,63,64,61,69,61,67,75,72,74,61,72,65,65,61,67,64,70,68,72,71,68,66,62,67,62,60,72,65,72,64,69,66
5j1s_C,67,56,64,72,70,68,71,62,72,66,65,68,67,65,72,66,72,60,73,63,63,66,60,68,70,65,65,68,71,56,64,65,73,67,62,76,72,62,65,66,67,66,67,63,64,61,69,61,67,75,72,74,61,72,65,65,61,67,64,70,68,72,71,68,66,62,67,62,60,72,65,72,64,69,66
4m3k_B,67,59,66,69,68,67,69,61,70,68,65,66,69,67,72,64,70,65,72,62,68,64,61,68,68,63,67,65,68,58,64,65,73,66,66,76,73,61,68,64,68,62,66,65,66,57,66,59,67,70,70,72,65,71,69,68,60,68,62,70,68,69,72,65,69,58,68,62,61,68,65,67,63,70,67
4m3j_A,67,59,66,69,68,67,69,61,70,68,65,66,69,67,72,64,70,65,72,62,68,64,61,68,68,63,67,65,68,58,64,65,73,66,66,76,73,61,68,64,68,62,66,65,66,57,66,59,67,70,70,72,65,71,69,68,60,68,62,70,68,69,72,65,69,58,68,62,61,68,65,67,63,70,67
5o04_E,61,56,67,71,63,70,70,60,70,66,59,63,67,64,67,63,69,60,69,59,66,68,66,68,66,63,66,63,67,54,62,62,70,65,61,71,69,60,66,60,65,59,64,60,65,56,64,56,64,72,69,64,60,69,68,63,59,68,63,68,66,70,72,63,69,62,71,60,59,66,63,66,60,66,63
7d5q_C,70,55,60,63,68,59,64,61,63,61,67,69,65,65,65,71,65,64,72,67,58,57,60,61,63,66,61,69,66,57,69,70,66,57,63,63,62,58,64,67,68,54,64,62,60,60,68,69,57,65,65,68,60,63,63,66,68,60,64,62,66,64,63,69,58,53,61,59,59,69,68,64,74,71,68
7d5p_C,70,55,60,63,68,59,64,61,63,61,67,69,65,65,65,71,65,64,72,67,58,57,60,61,63,66,61,69,66,57,69,70,66,57,63,63,62,58,64,67,68,54,64,62,60,60,68,69,57,65,65,68,60,63,63,66,68,60,64,62,66,64,63,69,58,53,61,59,59,69,68,64,74,71,68
6ksn_A,70,55,60,63,68,59,64,61,63,61,67,69,65,65,65,71,65,64,72,67,58,57,60,61,63,66,61,69,66,57,69,70,66,57,63,63,62,58,64,67,68,54,64,62,60,60,68,69,57,65,65,68,60,63,63,66,68,60,64,62,66,64,63,69,58,53,61,59,59,69,68,64,74,71,68
6fyu_C,72,55,58,68,74,65,70,62,66,66,68,70,67,63,66,67,67,64,71,66,64,58,64,63,66,67,60,70,71,55,64,65,70,61,66,64,68,60,63,67,70,58,67,68,65,65,70,64,64,67,69,72,65,66,65,64,62,61,64,63,64,67,68,70,63,54,66,61,66,71,68,70,65,68,66
4cdg_C,67,56,65,68,65,67,68,63,70,66,62,65,67,62,71,63,69,63,69,62,63,65,60,66,69,62,62,65,67,57,60,64,69,63,61,70,70,59,61,62,67,61,63,63,65,54,63,57,66,68,71,66,59,73,67,63,60,62,62,67,66,68,71,65,72,61,68,56,58,68,62,66,64,70,66
7qbd_E,72,55,61,70,77,61,69,63,64,69,63,75,74,67,70,70,69,67,76,68,64,60,67,66,66,71,62,76,75,54,63,68,73,64,66,66,70,62,64,69,73,61,68,74,66,65,74,65,66,67,70,75,65,66,65,66,66,62,67,65,66,68,71,75,66,56,68,61,65,75,72,70,66,70,72
7mfu_B,68,58,64,89,68,70,88,63,65,69,64,66,67,65,67,64,82,64,72,63,66,63,62,68,68,62,61,67,69,58,66,65,72,63,66,67,87,62,66,69,66,59,67,64,70,56,65,60,68,68,81,69,61,70,70,69,60,66,63,70,69,86,76,67,70,59,70,60,58,70,67,71,62,70,69
5mwn_N,64,67,64,71,64,63,70,61,69,68,60,65,72,66,71,63,70,60,68,60,63,66,63,67,67,61,63,65,64,55,59,62,68,61,61,73,70,61,61,62,63,61,66,65,66,58,63,57,63,71,69,67,61,70,65,62,57,66,64,68,71,71,71,66,73,59,68,59,58,65,64,67,60,68,68
1i3v_A,65,52,54,64,65,60,65,61,59,62,58,64,64,65,61,65,65,62,67,58,56,54,61,62,59,61,57,64,64,52,63,63,65,55,59,62,62,58,61,62,64,55,64,61,58,58,63,62,57,61,64,67,62,59,58,59,57,58,62,58,62,62,61,64,60,50,62,58,58,65,63,63,63,63,63
6war_B,66,56,66,71,70,67,71,66,73,67,66,67,71,67,74,69,71,65,72,66,66,70,64,69,70,65,66,68,71,56,66,69,76,65,62,76,71,61,63,68,67,63,66,64,66,58,64,63,64,77,72,75,65,78,68,69,63,67,63,71,70,72,72,68,72,61,72,61,61,72,70,68,68,73,70
5nml_A,67,54,64,71,66,67,71,66,69,65,62,67,65,62,67,64,72,64,69,65,61,68,62,66,65,61,63,67,69,56,62,63,67,63,63,70,70,59,63,64,64,61,60,63,66,55,64,59,65,72,70,68,63,71,64,66,60,67,63,73,70,70,71,66,71,59,65,58,62,67,67,67,65,70,69
5nm0_A,67,54,64,71,66,67,71,66,69,65,62,67,65,62,67,64,72,64,69,65,61,68,62,66,65,61,63,67,69,56,62,63,67,63,63,70,70,59,63,64,64,61,60,63,66,55,64,59,65,72,70,68,63,71,64,66,60,67,63,73,70,70,71,66,71,59,65,58,62,67,67,67,65,70,69
7DV4_B,60,67,55,68,64,60,67,58,61,65,63,66,66,63,65,60,68,64,63,59,71,58,54,63,65,58,58,66,63,67,57,61,64,58,66,65,68,68,67,59,61,54,66,63,70,54,62,56,74,64,68,63,59,67,73,68,57,59,64,61,66,67,69,65,63,54,72,69,55,65,64,64,59,64,66
6c9w_B,74,57,61,69,73,64,70,65,65,70,67,77,71,66,69,69,70,65,76,63,64,60,64,64,69,72,63,79,77,57,67,70,73,63,68,71,70,60,66,69,74,61,67,69,62,65,73,64,66,67,70,75,70,67,67,67,65,65,66,65,66,69,69,77,62,56,68,60,64,73,72,72,69,70,68
7kji_A,65,54,62,72,66,64,71,58,65,69,62,64,69,61,69,64,67,62,72,60,66,61,60,72,66,58,62,64,66,55,61,64,70,61,67,69,72,59,64,61,64,60,62,60,67,52,63,59,65,70,67,66,58,71,70,63,61,67,63,66,66,71,69,64,67,61,69,57,58,69,63,65,61,68,63
5vxl_B,63,54,68,72,65,66,70,61,73,66,62,63,67,64,70,65,70,60,70,59,68,69,62,73,68,62,67,63,66,54,60,63,70,62,66,75,70,60,65,61,65,59,67,61,67,56,65,60,62,70,69,69,58,68,68,63,60,69,62,69,68,71,73,63,71,62,69,60,63,68,65,65,60,67,65
6z3x_A,60,72,55,63,62,58,61,55,62,60,59,63,63,63,65,63,63,63,63,59,63,57,58,63,64,59,59,62,66,71,58,62,63,59,64,59,62,75,63,63,60,52,65,62,63,58,60,62,65,58,62,64,57,60,64,63,55,56,59,57,62,61,59,63,58,53,65,77,57,62,61,57,59,62,65
6b73_C,70,55,59,62,66,57,61,61,62,66,59,69,69,65,66,63,65,63,69,59,60,59,61,61,62,65,60,69,68,56,57,62,69,62,61,61,61,61,63,65,67,53,62,67,60,60,68,61,62,65,65,65,63,58,62,65,59,60,68,59,62,62,64,69,57,56,62,62,63,70,69,65,60,62,60
5c1m_B,70,55,59,62,66,57,61,61,62,66,59,69,69,65,66,63,65,63,69,59,60,59,61,61,62,65,60,69,68,56,57,62,69,62,61,61,61,61,63,65,67,53,62,67,60,60,68,61,62,65,65,65,63,58,62,65,59,60,68,59,62,62,64,69,57,56,62,62,63,70,69,65,60,62,60
7nvo_N,69,58,69,73,71,71,73,65,73,73,65,70,71,66,76,68,74,63,72,64,68,70,67,70,73,65,67,70,72,56,67,64,75,68,68,78,74,62,65,69,69,64,69,68,68,60,69,65,67,76,74,75,62,74,66,70,63,71,67,73,70,74,72,69,75,63,73,63,65,71,69,70,66,74,69
7nvn_N,69,58,69,73,71,71,73,65,73,73,65,70,71,66,76,68,74,63,72,64,68,70,67,70,73,65,67,70,72,56,67,64,75,68,68,78,74,62,65,69,69,64,69,68,68,60,69,65,67,76,74,75,62,74,66,70,63,71,67,73,70,74,72,69,75,63,73,63,65,71,69,70,66,74,69
7nvm_N,69,58,69,73,71,71,73,65,73,73,65,70,71,66,76,68,74,63,72,64,68,70,67,70,73,65,67,70,72,56,67,64,75,68,68,78,74,62,65,69,69,64,69,68,68,60,69,65,67,76,74,75,62,74,66,70,63,71,67,73,70,74,72,69,75,63,73,63,65,71,69,70,66,74,69
7nvl_N,69,58,69,73,71,71,73,65,73,73,65,70,71,66,76,68,74,63,72,64,68,70,67,70,73,65,67,70,72,56,67,64,75,68,68,78,74,62,65,69,69,64,69,68,68,60,69,65,67,76,74,75,62,74,66,70,63,71,67,73,70,74,72,69,75,63,73,63,65,71,69,70,66,74,69
6dbg_C,67,55,60,66,65,59,67,61,62,62,65,65,65,62,65,68,67,66,72,68,63,56,57,62,63,65,59,65,68,55,66,69,68,58,65,66,65,61,62,66,67,59,65,64,64,57,63,66,62,65,66,67,64,65,63,67,69,63,66,62,66,66,65,66,63,50,64,60,57,68,65,67,68,70,68
6dbf_B,67,55,60,66,65,59,67,61,62,62,65,65,65,62,65,68,67,66,72,68,63,56,57,62,63,65,59,65,68,55,66,69,68,58,65,66,65,61,62,66,67,59,65,64,64,57,63,66,62,65,66,67,64,65,63,67,69,63,66,62,66,66,65,66,63,50,64,60,57,68,65,67,68,70,68
6dba_A,67,55,60,66,65,59,67,61,62,62,65,65,65,62,65,68,67,66,72,68,63,56,57,62,63,65,59,65,68,55,66,69,68,58,65,66,65,61,62,66,67,59,65,64,64,57,63,66,62,65,66,67,64,65,63,67,69,63,66,62,66,66,65,66,63,50,64,60,57,68,65,67,68,70,68
7nka_F,62,57,64,69,65,63,69,62,67,65,59,66,70,64,70,62,68,61,70,59,66,66,60,67,68,61,64,65,65,56,63,61,69,62,63,70,66,62,63,63,66,62,64,63,62,54,62,57,63,69,69,70,61,68,65,63,58,67,64,65,68,66,69,65,66,58,66,62,59,68,63,66,60,66,64
4eig_B,67,53,65,70,66,66,70,63,70,67,62,65,66,62,67,66,70,64,70,65,67,66,65,69,67,62,67,65,68,53,61,65,71,63,63,70,71,58,66,65,66,62,63,60,67,57,63,60,61,72,69,67,61,73,66,62,62,68,67,71,70,71,71,65,68,60,68,59,60,69,65,70,65,69,65
6itc_C,68,60,63,81,67,66,80,61,65,72,60,62,66,63,65,64,76,59,70,58,64,63,61,75,66,60,63,62,64,60,63,59,69,61,65,65,81,61,64,61,62,60,64,59,68,51,63,58,66,67,76,64,58,72,69,62,57,65,66,69,69,80,74,62,66,60,71,61,60,66,64,66,59,68,64
4lgr_B,66,58,69,72,69,67,71,61,72,66,65,67,69,66,73,63,73,63,73,61,66,69,63,67,69,62,64,67,70,59,66,66,69,67,63,74,71,65,66,67,67,60,66,64,66,59,67,58,67,73,74,70,58,70,68,67,61,67,65,71,69,72,70,66,68,60,68,65,60,72,66,67,65,71,68
3k81_A,63,53,59,64,65,60,65,61,67,62,61,65,63,63,69,60,67,64,67,59,59,61,61,65,64,59,60,65,67,53,60,64,68,63,60,70,66,58,61,63,64,56,62,60,60,56,60,59,64,68,66,64,60,69,62,61,56,61,58,63,63,65,65,65,65,53,64,58,59,67,63,63,65,65,62
4wem_B,63,50,57,65,64,62,63,61,67,66,58,64,69,64,66,65,65,58,68,60,60,60,62,62,63,59,62,64,67,50,59,61,70,60,63,68,64,54,63,62,66,58,64,67,65,56,62,58,59,66,65,67,61,67,62,62,57,60,59,59,62,63,63,64,65,53,63,55,61,66,63,64,61,64,65
4u7s_A,68,57,57,66,73,62,67,62,61,66,60,72,68,64,65,61,67,62,74,62,57,57,62,62,67,66,57,70,71,58,63,64,70,57,65,63,65,60,64,64,69,59,63,66,57,62,69,60,60,65,68,67,65,65,62,65,60,58,62,60,62,64,65,72,58,55,60,60,59,72,67,67,61,66,63
4tyu_A,68,57,57,66,73,62,67,62,61,66,60,72,68,64,65,61,67,62,74,62,57,57,62,62,67,66,57,70,71,58,63,64,70,57,65,63,65,60,64,64,69,59,63,66,57,62,69,60,60,65,68,67,65,65,62,65,60,58,62,60,62,64,65,72,58,55,60,60,59,72,67,67,61,66,63
6j7w_A,64,70,59,69,64,63,70,61,64,66,65,66,66,66,68,63,68,62,69,62,75,63,57,66,65,62,58,66,66,70,61,64,66,59,70,63,71,71,72,61,66,54,67,63,73,57,61,58,77,66,73,65,58,67,77,67,58,64,64,64,66,69,69,66,65,58,78,70,56,69,64,64,61,66,66
5j57_B,65,55,59,61,65,54,62,58,58,59,61,61,62,67,61,60,62,55,66,60,58,61,58,61,60,61,63,61,66,57,59,61,64,58,58,62,62,57,60,63,64,55,64,58,61,60,63,59,60,61,63,66,57,60,62,60,54,62,61,57,60,62,62,61,56,52,62,57,59,67,64,61,62,62,58
7obf_A,61,68,58,67,63,61,66,60,63,64,65,66,66,65,66,66,65,61,66,63,70,59,59,66,67,59,63,66,68,68,60,63,67,60,70,66,67,72,69,65,63,54,67,63,69,57,60,59,71,67,68,65,59,66,76,66,56,64,59,62,68,67,69,64,63,54,73,71,59,66,63,61,61,66,68
6zxn_D,64,64,60,67,63,61,69,61,66,68,65,63,67,62,66,66,66,64,67,64,71,62,58,68,62,61,63,63,66,65,58,64,65,59,66,64,69,59,65,62,62,61,63,60,78,55,64,57,72,67,67,67,56,67,74,69,59,65,66,64,66,69,71,64,64,58,75,62,57,66,63,64,62,65,69
6fv0_F,67,58,59,70,64,60,71,60,66,69,66,63,67,66,66,65,68,65,71,60,73,59,65,66,64,60,57,62,67,59,59,64,69,58,65,66,71,61,66,63,65,57,62,60,77,58,62,60,74,66,69,68,58,66,82,68,59,66,62,66,66,71,72,63,62,59,79,60,59,66,62,65,66,67,66
6fuz_N,67,58,59,70,64,60,71,60,66,69,66,63,67,66,66,65,68,65,71,60,73,59,65,66,64,60,57,62,67,59,59,64,69,58,65,66,71,61,66,63,65,57,62,60,77,58,62,60,74,66,69,68,58,66,82,68,59,66,62,66,66,71,72,63,62,59,79,60,59,66,62,65,66,67,66
5n88_A,62,70,55,63,63,57,64,56,61,64,64,65,67,61,66,64,63,62,64,59,68,56,57,64,65,62,56,64,67,70,57,64,64,57,67,62,65,70,66,61,64,54,65,61,67,57,63,56,70,63,64,65,61,64,71,66,60,60,67,61,60,63,64,63,59,52,69,70,56,65,62,61,59,62,63
6fpv_A,67,58,66,71,72,68,72,62,73,65,65,71,70,66,73,67,73,65,75,61,63,66,62,68,70,65,64,71,71,58,64,67,73,67,63,78,72,60,63,66,70,63,67,65,66,58,67,64,65,74,73,74,64,75,63,65,64,67,64,69,68,70,72,72,71,59,67,62,65,70,70,68,67,72,68
4u05_A,67,57,57,65,72,61,66,61,60,65,59,71,67,63,64,60,67,61,73,61,58,56,62,61,66,65,56,69,70,57,62,63,69,57,64,62,64,60,64,64,68,58,62,65,57,61,68,60,59,64,68,66,65,64,61,63,59,57,61,59,61,63,64,71,57,54,60,60,58,71,67,67,60,65,62
6lr7_B,67,55,60,65,72,61,66,58,63,63,60,71,66,62,69,63,66,62,70,65,60,60,60,60,63,68,60,71,72,54,60,63,67,58,60,61,63,57,57,64,68,59,63,63,60,62,69,60,59,61,66,67,63,62,59,60,65,59,62,60,60,63,66,71,62,56,62,56,62,69,71,70,62,63,64
3k74_B,63,58,59,70,64,61,70,60,66,65,64,63,68,63,64,64,69,61,68,61,75,60,61,66,64,58,57,63,66,60,57,62,68,58,67,64,70,66,68,57,63,55,64,63,76,54,62,59,74,60,69,63,58,63,83,65,58,61,61,62,64,69,69,63,62,54,77,66,59,64,60,65,59,64,66
5nbm_E,69,53,63,65,72,63,65,65,65,67,64,71,69,64,66,67,69,62,73,66,63,61,68,66,63,68,64,71,73,51,65,65,69,59,66,66,65,59,66,67,71,58,64,67,65,64,71,63,61,65,70,73,63,63,62,66,64,64,66,63,65,65,69,72,60,58,64,58,66,70,71,74,66,67,65
5nbl_E,69,53,63,65,72,63,65,65,65,67,64,71,69,64,66,67,69,62,73,66,63,61,68,66,63,68,64,71,73,51,65,65,69,59,66,66,65,59,66,67,71,58,64,67,65,64,71,63,61,65,70,73,63,63,62,66,64,64,66,63,65,65,69,72,60,58,64,58,66,70,71,74,66,67,65
5e0q_A,67,55,57,63,71,60,65,60,62,64,61,69,67,64,64,65,64,64,69,66,61,56,61,60,63,62,58,69,72,56,60,65,67,57,61,62,64,57,58,66,68,60,60,63,60,58,67,59,63,64,66,69,61,63,62,63,60,59,63,62,62,62,64,69,65,52,61,56,63,70,69,66,63,64,66
3jbe_7,64,53,57,62,64,54,60,58,59,62,65,64,65,62,65,67,63,65,68,66,59,56,60,59,61,61,57,64,65,53,64,67,64,57,61,64,61,57,60,66,66,57,60,60,59,54,63,65,57,60,62,67,59,60,59,66,65,61,63,61,60,61,61,64,59,52,61,57,56,64,62,61,70,68,68
7r9d_N,69,59,68,75,69,67,75,65,68,69,65,70,67,65,74,68,74,65,76,63,64,67,63,69,69,63,67,70,71,59,66,67,78,64,68,72,75,63,69,69,70,61,70,68,66,59,66,62,65,77,75,73,63,73,70,70,65,67,65,71,72,75,73,69,70,58,68,63,63,71,67,70,70,76,72
6xw5_C,67,54,65,69,69,66,68,63,68,70,65,71,73,67,70,65,72,63,78,65,71,62,65,67,65,66,60,70,74,54,66,65,74,62,70,71,69,59,69,65,71,60,65,68,64,59,69,62,64,70,71,72,64,70,72,67,64,69,65,68,67,69,69,70,67,55,70,59,61,72,69,67,66,71,66
5m2i_G,69,56,59,67,67,61,67,63,66,66,64,71,69,66,62,64,66,65,73,63,63,60,61,66,64,66,64,71,71,56,63,65,68,61,64,70,69,61,63,66,70,60,66,65,65,59,67,60,63,69,69,67,63,66,65,66,62,63,65,63,67,68,66,70,61,55,62,62,62,73,68,65,65,69,64
7nir_F,63,55,61,68,62,63,67,60,65,64,58,62,65,63,69,60,66,60,66,60,64,64,58,66,65,60,65,63,66,55,59,63,72,63,64,73,68,60,63,60,67,62,64,63,62,52,61,58,58,69,68,65,59,69,63,63,55,66,60,65,67,66,69,61,64,58,64,58,58,64,62,62,61,68,64
